word,pos,cefr_level,uzbek_translation
smooth,adj.,B1,silliq
software,n.,B1,dastur
soil,n.,B1,tuproq
solid,"adj., n.",B1,qattiq jism
sort,v.,B1,turga ajratmoq
southern,adj.,B1,janubiy
specifically,adv.,B1,aynan
spending,n.,B1,sarflash
spicy,adj.,B1,achchiq
spirit,n.,B1,rux
spoken,adj.,B1,og'zaki
spot,n.,B1,joy
spread,v.,B1,tarqalmoq
spring,v.,B1,tez harakat qilmoq
stadium,n.,B1,stadion
staff,n.,B1,ishchilar
standard,"n., adj.",B1,me'yor; talabga javob beradigan
state,"adj., v.",B1,shtatga oid; aytmoq
statistic,n.,B1,statistika
statue,n.,B1,haykal
stick,v.,B1,yopishtirmoq
stick,n.,B1,tayoq
still,adj.,B1,qimirlamaydigan
store,v.,B1,saqlamoq
stranger,n.,B1,begona
strength,n.,B1,kuch
string,n.,B1,ip
strongly,adv.,B1,kuchli tarzda
studio,n.,B1,studiya
stuff,n.,B1,narsalar
substance,n.,B1,modda
successfully,adv.,B1,muvaffaqiyatli
sudden,adj.,B1,darhol bo'ladigan
suffer,v.,B1,azob chekmoq
suit,v.,B1,yarashmoq
suitable,adj.,B1,mos
summarize,v.,B1,xulosalamoq
summary,n.,B1,xulosa
supply,"n., v.",B1,ta'minot; ta'minlamoq
supporter,n.,B1,muxlis
surely,adv.,B1,albatta
surface,n.,B1,yuza
survive,v.,B1,omon qolmoq
swim,n.,B1,suzish
switch,v.,B1,o'zgartirmoq
symptom,n.,B1,kasallik alomati
tail,n.,B1,dum
talent,n.,B1,iqtidor
talented,adj.,B1,iqtidorli
tape,n.,B1,lenta
tax,"n., v.",B1,soliq; soliq to'lattirmoq
technical,adj.,B1,texnik
technique,n.,B1,texnika
tend,v.,B1,moyil bo'lmoq
tent,n.,B1,chodir
that,adv.,B1,o'sha
theirs,pron.,B1,ularniki
theme,n.,B1,mavzu
theory,n.,B1,nazariya
therefore,adv.,B1,shuning uchun
this,adv.,B1,mana bu
though,"conj., adv.",B1,…bo'lsa ham
throat,n.,B1,tomoq
throughout,prep./adv.,B1,butun boshli
tight,adj.,B1,tor
till,conj./prep.,B1,…gacha
tiny,adj.,B1,kichik
tip,v.,B1,engashtirmoq
tire,n.,B1,shina
toe,n.,B1,oyoq barmog'i
ton,n.,B1,tonna
tongue,n.,B1,til (tana a'zosi)
total,"adj., n.",B1,umumiy; yig'indi
totally,adv.,B1,butunlay
touch,n.,B1,teginish
tour,v.,B1,safarga chiqmoq
trade,"n., v.",B1,savdo; savdo qilmoq
trainer,n.,B1,murabbiy
translate,v.,B1,tarjima qilmoq
translation,n.,B1,tarjima
transport,v.,B1,tashimoq
treat,v.,B1,davolamoq
treatment,n.,B1,davolash
trend,n.,B1,trend
trick,"n., v.",B1,hiyla; aldamoq
truth,n.,B1,haqiqat
tube,n.,B1,quvur
type,v.,B1,klaviaturada yozmoq
typically,adv.,B1,odatda
ugly,adj.,B1,xunuk
unable,adj.,B1,qodir emas
uncomfortable,adj.,B1,noqulay
underwear,n.,B1,ich kiyim
unemployed,adj.,B1,ishsiz
unemployment,n.,B1,ishsizlik
unfair,adj.,B1,adolatsiz
union,n.,B1,birlashma
unless,conj.,B1,agar …masa
unlike,prep.,B1,farqli
unlikely,adj.,B1,ehtimoldan yiroq
unnecessary,adj.,B1,zarur emas
unpleasant,adj.,B1,yoqimsiz
update,"v., n.",B1,yangilamoq; yangi turi
upon,prep.,B1,ustida
upset,"adj., v.",B1,xafa; xafa qilmoq
used,adj.,B1,moslashgan
used,adj.,B1,ishlatilgan
valuable,adj.,B1,qimmatbaho
value,n.,B1,qiymat
various,adj.,B1,turli xil
version,n.,B1,versiya
victim,n.,B1,jabrlanuvchi
view,v.,B1,fikrlamoq
viewer,n.,B1,tomoshabin
violent,adj.,B1,zulmkor
volunteer,"n., v.",B1,ko'ngilli ishchi; ishlamoq
vote,"n., v.",B1,ovoz; ovoz bermoq
warm,v.,B1,ilitmoq
warn,v.,B1,ogohlantirmoq
warning,n.,B1,ogohlantiruv
waste,"n., v., adj.",B1,axlat; sovurmoq
water,v.,B1,sug'ormoq
wave,v.,B1,(qo'l) silkitmoq
weapon,n.,B1,qurol
weigh,v.,B1,og'irlikka ega bo'lmoq
western,adj.,B1,g'arbiy
whatever,det./pron.,B1,nima bo'lsa ham
whenever,conj.,B1,qachon bo'lsa ham
whether,conj.,B1,bog'lovchi qo'shimcha
while,n.,B1,qandadir vaqt
whole,n.,B1,butunlik
will,n.,B1,xohish; iroda
win,n.,B1,g'alaba
wing,n.,B1,qanot
within,prep.,B1,ichida
wonder,"v., n.",B1,hayratlanmoq; hayrat
wool,n.,B1,jun
worldwide,"adj., adv.",B1,butunjahon
worry,n.,B1,havotir
worse,adv.,B1,yomonroq
worst,adv.,B1,eng yomon
worth,adj.,B1,arziydigan
written,adj.,B1,yozma
wrong,adv.,B1,noto'g'ri
young,n.,B1,yoshlar
youth,n.,B1,yoshlik
abandon,v.,B2,tark etmoq
abroad,adv.,B2,chet el
absolute,adj.,B2,butunlay
acceptable,adj.,B2,qabul qilingan
accompany,v.,B2,yo'ldosh bo'lmoq
account,v.,B2,baho bermoq
accurate,adj.,B2,bexato
accuse,v.,B2,ayblamoq
acknowledge,v.,B2,tan olmoq
acquire,v.,B2,ega bo'lmoq
actual,adj.,B2,haqiqiy
adapt,v.,B2,moslashmoq
additional,adj.,B2,qo'shimcha
address,v.,B2,murojaat etmoq
adopt,v.,B2,asrab olmoq
advance,"n., v., adj.",B2,rivoj; rivojlanmoq; oldindan
affair,n.,B2,masala
afterward,adv.,B2,keyinchalik
agency,n.,B2,agentlik
agenda,n.,B2,dastur
aggressive,adj.,B2,tajovuskor
aid,"n., v.",B2,yordam; yordam bermoq
aircraft,n.,B2,samolyot
alarm,v.,B2,havotirga solmoq
alter,v.,B2,o'zgartirmoq
amount,v.,B2,miqdorga ega bo'lmoq
anger,n.,B2,jahl
angle,n.,B2,burchak
anniversary,n.,B2,yubiley
annual,adj.,B2,yillik
anxious,adj.,B2,havotirlangan
apparent,adj.,B2,aniq-ravshan
apparently,adv.,B2,aftidan
appeal,"n., v.",B2,yoqish; yoqmoq
approach,"n., v.",B2,munosabat; yaqinlashmoq
appropriate,adj.,B2,mos
approval,n.,B2,tasdiqlash
approve,v.,B2,tasdiqlamoq
arise,v.,B2,ko'tarilmoq
armed,adj.,B2,qurollangan
arms,n.,B2,qurol-yaroq
artificial,adj.,B2,sun'iy
artistic,adj.,B2,san'atga oid
ashamed,adj.,B2,uyalgan
aside,adv.,B2,chetga
aspect,n.,B2,bir qismi
assess,v.,B2,baholamoq
assessment,n.,B2,baholash
associate,v.,B2,bog'lamoq
associated,adj.,B2,bog'langan
association,n.,B2,tashkilot
assume,v.,B2,…deb o'ylamoq
attempt,"n., v.",B2,urinish; urinmoq
attorney,n.,B2,advokat
back,v.,B2,qo'llab-quvvatlamoq
bacteria,n.,B2,bakteriya
bar,v.,B2,to'sqinlik qilmoq
barrier,n.,B2,to'siq
basically,adv.,B2,asosan
battle,v.,B2,kurashmoq
bear,v.,B2,chidamoq
beat,n.,B2,zarba
beg,v.,B2,yolvormoq
being,n.,B2,mavjudot
bent,adj.,B2,bukilgan
bet,"v., n.",B2,garov o'ynamoq; garov
beyond,"prep., adv.",B2,…dan narida
bill,v.,B2,to'lov talab qilmoq
bitter,adj.,B2,achchiq
blame,"v., n.",B2,ayblamoq; ayblov
blind,adj.,B2,ko'r
bond,n.,B2,aloqa
border,v.,B2,chegaradosh bo'lmoq
breast,n.,B2,ko'krak
brief,adj.,B2,qisqa
broad,adj.,B2,keng
broadcast,"v., n.",B2,efirga uzatmoq; efir
budget,n.,B2,byudjet
bullet,n.,B2,o'q
bunch,n.,B2,to'plam
burn,n.,B2,kuyish
bush,n.,B2,o't-o'lan
but,prep.,B2,ammo
calculate,v.,B2,hisob-kitob qilmoq
cancel,v.,B2,bekor qilmoq
cancer,n.,B2,o'simta
capable,adj.,B2,qodir
capacity,n.,B2,o'lcham
capture,"v., n.",B2,asir olmoq; asir
cast,"n., v.",B2,aktyor; aktyor tanlamoq
catch,n.,B2,muammo
chain,v.,B2,zanjirlamoq
chair,v.,B2,boshqarmoq
chairman,n.,B2,boshqaruvchi
challenge,v.,B2,bahs-munozaraga chorlamoq
characteristic,"n., adj.",B2,xarakteristika
chart,v.,B2,jadval ko'rsatmoq
chief,"adj., n.",B2,"bosh, boshliq"
circumstance,n.,B2,vaziyat
cite,v.,B2,iqtibos keltirmoq
citizen,n.,B2,fuqaro
civil,adj.,B2,fuqarolarga oid
classic,"adj., n.",B2,klassik
close,n.,B2,yakun
closely,adv.,B2,yaqin tarzda
collapse,"v., n.",B2,qulamoq; qulash
combination,n.,B2,kombinatsiya
comfort,"n., v.",B2,qulaylik; ovutmoq
command,"n., v.",B2,buyruq; buyruq bermoq
commission,"n., v.",B2,komissiya; vazifa yuklamoq
commitment,n.,B2,bel bog'lash
committee,n.,B2,vakil guruh
commonly,adv.,B2,ommaviy tarzda
complex,n.,B2,bino
complicated,adj.,B2,murakkab
component,n.,B2,qism
concentration,n.,B2,e'tiborni jamlash
concept,n.,B2,konsepsiya
concern,"n., v.",B2,tashvish; tashvishga solmoq
concerned,adj.,B2,tashvishlangan
conduct,"v., n.",B2,bajarmoq; xulq-atvor
confidence,n.,B2,dadillik
conflict,"n., v.",B2,janjal; zid bo'lmoq
confusing,adj.,B2,adashtiradigan
congress,n.,B2,kongres
conscious,adj.,B2,ongli
conservative,"adj., n.",B2,o'zgarishlarni hushlamaydigan
consideration,n.,B2,o'ylab ko'rish
consistent,adj.,B2,o'zgarmas
constant,adj.,B2,doimiy
constantly,adv.,B2,muntazam ravishda
construct,v.,B2,qurmoq
construction,n.,B2,qurilish
contemporary,adj.,B2,zamonaviy
contest,"n., v.",B2,musobaqa; bellashmoq
contract,"n., v.",B2,shartnoma; kichraytirmoq
contribute,v.,B2,hissa qo'shmoq
contribution,n.,B2,hissa
convert,v.,B2,aylantirmoq
convinced,adj.,B2,ishongan
core,"n., adj.",B2,asos; asosiy
corporate,adj.,B2,katta kompaniyaga aloqador
council,n.,B2,konsullik
county,n.,B2,tuman
courage,n.,B2,mardlik
crash,"n., v.",B2,halokat; urilmoq
creation,n.,B2,yaratish
creature,n.,B2,mavjudot
credit,v.,B2,egalik huquqini bermoq
crew,n.,B2,ishchi guruh
crisis,n.,B2,krizis
criterion,n.,B2,mezon
critic,n.,B2,tanqidchi
critical,adj.,B2,tanqidiy
criticism,n.,B2,tanqid
criticize,v.,B2,tanqid qilmoq
crop,n.,B2,hosil
crucial,adj.,B2,juda muhim
cry,n.,B2,qichqiriq
cure,"v., n.",B2,davolamoq; davo
current,n.,B2,oqim
curve,"n., v.",B2,egri chiziq; egmoq
curved,adj.,B2,egri
date,v.,B2,sanani yozmoq
debate,"n., v.",B2,munozara; bahslashmoq
debt,n.,B2,qarz
decent,adj.,B2,munosib
declare,v.,B2,e'lon qilmoq
decline,"v., n.",B2,pasaymoq; kamayish
decorate,v.,B2,bezamoq
decoration,n.,B2,bezak
decrease,"v., n.",B2,kamaymoq; kamayish
deeply,adv.,B2,benihoya
defeat,"v., n.",B2,yengmoq; yengilish
defend,v.,B2,himoya qilmoq
defense,n.,B2,himoya
delay,"v., n.",B2,keyinga surmoq; kechikish
deliberate,adj.,B2,atayin
deliberately,adv.,B2,ataylab
delivery,n.,B2,yetkazish
demand,"n., v.",B2,talab; talab qilmoq
demonstrate,v.,B2,namoyish qilmoq
deny,v.,B2,rad etmoq
depressed,adj.,B2,depressiyaga botgan
depressing,adj.,B2,depressiyaga botiradigan
depth,n.,B2,chuqurlik
desert,v.,B2,tashlab ketmoq
deserve,v.,B2,loyiq bo'lmoq
desire,"n., v.",B2,istak; istamoq
desperate,adj.,B2,jiddiy
detail,v.,B2,tasvirlamoq
detailed,adj.,B2,aniq
detect,v.,B2,topmoq
dig,v.,B2,qazmoq
discipline,n.,B2,tartib
discount,v.,B2,inobatga olmaslik
dishonest,adj.,B2,adolatsiz
disk,n.,B2,disk
dismiss,v.,B2,ahamiyatsiz deb hisoblamoq
display,"v., n.",B2,namoyish etmoq; ekran
distribute,v.,B2,tarqatmoq
distribution,n.,B2,tarqatish
divide,n.,B2,ajratish
division,n.,B2,bo'lish
document,v.,B2,hujjatlashtirmoq
domestic,adj.,B2,uyga oid
dominate,v.,B2,ustunlik qilmoq
downward,"adj., adv.",B2,pastga qarab
dozen,"n., det.",B2,o'n ikki
draft,"n., v.",B2,qoralama; eskiz tayyorlamoq
drag,v.,B2,sudramoq
dramatic,adj.,B2,dramatik
edit,v.,B2,tahrirlamoq
edition,n.,B2,nashr
efficient,adj.,B2,samarali
elderly,adj.,B2,qari
elect,v.,B2,saylamoq
elsewhere,adv.,B2,boshqa joyda
emerge,v.,B2,paydo bo'lmoq
emotional,adj.,B2,hayajonli
emphasis,n.,B2,urg'u
emphasize,v.,B2,urg'u bermoq
enable,v.,B2,imkoniyat bermoq
encounter,"v., n.",B2,duch kelmoq; uchrashuv
engage,v.,B2,yollamoq
enhance,v.,B2,kuchaytirmoq
ensure,v.,B2,amin bo'lmoq
enthusiasm,n.,B2,ishtiyoq
enthusiastic,adj.,B2,shijoatli
entire,adj.,B2,butun boshli
entirely,adv.,B2,butunlay
equal,n.,B2,teng odam
establish,v.,B2,barpo qilmoq
estate,n.,B2,mol-mulk
estimate,"v., n.",B2,tahmin qilmoq; baho
ethical,adj.,B2,axloqiy
evaluate,v.,B2,baholamoq
even,adj.,B2,hatto
evil,"adj., n.",B2,yovuz; yovuzlik
examination,n.,B2,imtihon
excuse,"n., v.",B2,bahona; kechirmoq
executive,"n., adj.",B2,rahbar; ijroiy
exhibit,"v., n.",B2,ko'rgazmaga qo'ymoq; ko'rgazma
existence,n.,B2,mavjudlik
exit,v.,B2,chiqmoq
expectation,n.,B2,umid
expense,n.,B2,xarajatlar
exploration,n.,B2,kashfiyot
expose,v.,B2,fosh qilmoq
extend,v.,B2,uzaytirmoq
extent,n.,B2,daraja
external,adj.,B2,tashqi
extraordinary,adj.,B2,g'ayrioddiy
extreme,n.,B2,eng katta
facility,n.,B2,qulaylik
failure,n.,B2,muvaffaqiyatsizlik
faith,n.,B2,e'tiqod
fault,n.,B2,xatolik
favor,v.,B2,afzal ko'rmoq
feather,n.,B2,pat
fee,n.,B2,to'lov
feed,n.,B2,ovqat
feedback,n.,B2,fikr-mulohaza
feel,n.,B2,tegish
fellow,adj.,B2,o'rtoq
figure,v.,B2,o'ylamoq
file,v.,B2,saqlamoq
finance,"n., v.",B2,moliya; ta'minlamoq
finding,n.,B2,topilma
firm,n.,B2,firma
fix,n.,B2,noqulay vaziyat
flame,n.,B2,alanga
flash,"n., v.",B2,yarqirash; yarqiramoq
flexible,adj.,B2,moslashuvchan
float,v.,B2,qalqimoq
fold,n.,B2,hoshiya
folding,adj.,B2,buklama
following,prep.,B2,quyidagi
forgive,v.,B2,kechirmoq
former,adj.,B2,sobiq
fortune,n.,B2,boylik
forward,adj.,B2,oldinda
found,v.,B2,asos solmoq
free,v.,B2,ozod qilmoq
freedom,n.,B2,erkinlik
frequency,n.,B2,tez-tez bo'lishi
fuel,v.,B2,yonilg'i quymoq
fully,adv.,B2,to'liq
function,v.,B2,ishlamoq
fund,"n., v.",B2,fond; mablag' bermoq
fundamental,adj.,B2,asosiy
funding,n.,B2,moliyalashtirish
furthermore,adv.,B2,bundan tashqari
gain,"v., n.",B2,yig'moq; foyda
gang,n.,B2,to'da
generate,v.,B2,ishlab chiqarmoq
genre,n.,B2,janr
goods,n.,B2,mahsulot
govern,v.,B2,boshqarmoq
governor,n.,B2,hokim
grab,v.,B2,ushlamoq
grade,v.,B2,baholamoq
gradually,adv.,B2,asta-sekin
grand,adj.,B2,ulkan
grant,"v., n.",B2,bermoq; grant
guarantee,"v., n.",B2,kafolat bermoq; kafolat
handle,"v., n.",B2,nazorat qilmoq; tutqich
harm,"n., v.",B2,zarar; zarar bermoq
harmful,adj.,B2,zararli
hearing,n.,B2,eshitish
heaven,n.,B2,jannat
heel,n.,B2,poshna
hell,n.,B2,do'zax
hesitate,v.,B2,ikkilanmoq
high,n.,B2,yuqori daraja
hire,n.,B2,yollash
hold,n.,B2,tutim
hollow,adj.,B2,kovak
holy,adj.,B2,muqaddas
honor,"n., v.",B2,sharaf; sharaflamoq
host,v.,B2,mezbonlik qilmoq
house,v.,B2,uy bermoq
household,n.,B2,xonadon
housing,n.,B2,uy-joy
humor,n.,B2,yumor
humorous,adj.,B2,kulgili
hunt,n.,B2,qidirish
hunting,n.,B2,ov
hurt,n.,B2,azob
ideal,n.,B2,ideal
illustrate,v.,B2,tasvirlamoq
illustration,n.,B2,rasm
imagination,n.,B2,xayolot
impatient,adj.,B2,sabrsiz
imply,v.,B2,ishora qilmoq
impose,v.,B2,majburlamoq
impress,v.,B2,taassurot qoldirmoq
impressed,adj.,B2,ta'sirlangan
inch,n.,B2,dyum
incident,n.,B2,voqea
income,n.,B2,daromad
increasingly,adv.,B2,tobora ko'p
industrial,adj.,B2,sanoatga oid
infection,n.,B2,infeksiya
inform,v.,B2,xabar bermoq
initial,adj.,B2,boshlang'ich
initially,adv.,B2,dastlab
initiative,n.,B2,tashabbus
inner,adj.,B2,ichki
inquiry,n.,B2,so'rov
insight,n.,B2,ziyraklik
insist,v.,B2,qattiq turib olmoq
inspire,v.,B2,ilhomlantirmoq
install,v.,B2,o'rnatmoq
instance,n.,B2,misol
institute,n.,B2,institut
institution,n.,B2,muassasa
insurance,n.,B2,sug'urta
intended,adj.,B2,mo'ljallangan
intense,adj.,B2,shiddatli
internal,adj.,B2,ichki
interpret,v.,B2,tarjima qilmoq
interrupt,v.,B2,uzmoq
investigation,n.,B2,tergov
investment,n.,B2,investitsiya
issue,v.,B2,chiqarmoq
joy,n.,B2,shodlik
judgment,n.,B2,hukm
junior,adj.,B2,kichik
justice,n.,B2,adolat
justify,v.,B2,oqlamoq
labor,n.,B2,mehnat
landscape,n.,B2,landshaft
largely,adv.,B2,asosan
latest,n.,B2,so'nggi yangilik
launch,"v., n.",B2,boshlamoq; boshlash
leadership,n.,B2,yetakchilik
league,n.,B2,liga
lean,v.,B2,suyanmoq
leave,n.,B2,mehnat ta'tili
level,v.,B2,tekislamoq
license,n.,B2,litsenziya
limited,adj.,B2,cheklangan
line,v.,B2,navbatga turmoq
lively,adj.,B2,jonli
load,"n., v.",B2,yuk; yuklamoq
loan,n.,B2,kredit
logical,adj.,B2,mantiqiy
long-term,"adj., adv.",B2,uzoq muddatli
loose,adj.,B2,bo'sh
lord,n.,B2,xo'jayin
low,n.,B2,pasayish
lower,v.,B2,pasaytirmoq
lung,n.,B2,o'pka
maintain,v.,B2,saqlamoq
major,n.,B2,mayor
majority,n.,B2,ko'pchilik
make,n.,B2,marka
map,v.,B2,xaritasini chizmoq
mass,"n., adj.",B2,massa; keng ko'lamli
massive,adj.,B2,katta
master,"n., v.",B2,usta; egalik qilmoq
matching,adj.,B2,mos
material,adj.,B2,jismoniy
maximum,"adj., n.",B2,maksimal
means,n.,B2,vosita
measurement,n.,B2,o'lchov
medium,n.,B2,muhit
melt,v.,B2,erimoq
military,"adj., n.",B2,harbiy
mineral,n.,B2,mineral
minimum,"adj., n.",B2,minimal
minister,n.,B2,vazir
minor,adj.,B2,ozgina
minority,n.,B2,kamchilik
mission,n.,B2,missiya
mistake,v.,B2,adashtirmoq
mixed,adj.,B2,aralash
model,v.,B2,andaza yasamoq
modify,v.,B2,o'zgartirmoq
monitor,"n., v.",B2,monitor; nazorat qilmoq
moral,"adj., n.",B2,axloqiy; saboq
motor,"n., adj.",B2,motor
mount,v.,B2,ko'tarilmoq
multiple,adj.,B2,bir nechta
multiply,v.,B2,ko'paytirmoq
mysterious,adj.,B2,sirli
narrow,v.,B2,toraytirmoq
national,n.,B2,milliy
negative,n.,B2,norozilik
nerve,n.,B2,nerv
nevertheless,adv.,B2,shunga qaramay
nightmare,n.,B2,yomon tush
notion,n.,B2,tushuncha
numerous,adj.,B2,ko'p sonli
obey,v.,B2,bo'ysunmoq
object,v.,B2,qarshilik bildirmoq
objective,"n., adj.",B2,maqsad; obyektiv
obligation,n.,B2,majburiyat
observation,n.,B2,kuzatuv
observe,v.,B2,kuzatmoq
obtain,v.,B2,olmoq
occasionally,adv.,B2,ba'zida
offend,v.,B2,xafa qilmoq
offense,n.,B2,jinoyat
offensive,adj.,B2,haqoratli
official,n.,B2,xizmatchi
opening,n.,B2,ochilish
operate,v.,B2,boshqarmoq
opponent,n.,B2,raqib
oppose,v.,B2,qarshilik qilmoq
opposed,adj.,B2,qarshi
opposition,n.,B2,e'tiroz
organ,n.,B2,organ
origin,n.,B2,kelib chiqishi
otherwise,adv.,B2,aks holda
outcome,n.,B2,natija
outer,adj.,B2,tashqi
outline,"n., v.",B2,reja; xomqolip chizmoq
overall,"adj., adv.",B2,umumiy
owe,v.,B2,qarzdor bo'lmoq
pace,"n., v.",B2,sur'at; yurmoq
package,v.,B2,o'ramoq
panel,n.,B2,panel
participant,n.,B2,ishtirokchi
partly,adv.,B2,qisman
passage,n.,B2,yo'lak
patient,adj.,B2,sabrli
permanent,adj.,B2,abadiy
permit,"v., n.",B2,ruxsat bermoq; ruxsat
perspective,n.,B2,nuqtai nazar
phase,n.,B2,bosqich
phenomenon,n.,B2,hodisa
philosophy,n.,B2,falsafa
pick,n.,B2,tanlash
picture,v.,B2,tasavvur qilmoq
pile,"n., v.",B2,uyum; to'plamoq
pitch,n.,B2,stadion
plain,adj.,B2,oddiy
plot,v.,B2,chizmoq
plus,"adj., n., conj.",B2,plyus; ustunlik
pointed,adj.,B2,uchli
popularity,n.,B2,mashhurlik
pose,v.,B2,biror holatda turmoq
position,v.,B2,joylamoq
positive,n.,B2,ijobiylik
possess,v.,B2,egalik qilmoq
potential,"adj., n.",B2,salohiyatli; salohiyat
power,v.,B2,quvvatlamoq
praise,"n., v.",B2,maqtov; maqtamoq
pregnant,adj.,B2,homilador
preparation,n.,B2,tayyorgarlik
presence,n.,B2,mavjudlik
preserve,v.,B2,saqlamoq
price,v.,B2,narx qo'ymoq
prime,adj.,B2,asosiy
principal,adj.,B2,asosiy
principle,n.,B2,tamoyil
print,n.,B2,bosma
priority,n.,B2,ustuvorlik
privacy,n.,B2,maxfiylik
procedure,n.,B2,tartib
process,v.,B2,ishlov bermoq
produce,n.,B2,mahsulot
professional,n.,B2,mutaxassis
progress,v.,B2,rivojlanmoq
project,v.,B2,tahminan hisoblamoq
proof,n.,B2,isbot
proposal,n.,B2,taklif
propose,v.,B2,taklif qilmoq
prospect,n.,B2,istiqbol
protection,n.,B2,himoya
psychologist,n.,B2,psixolog
psychology,n.,B2,psixologiya
publication,n.,B2,nashr
purchase,"n., v.",B2,sotib olingan narsa; sotib olmoq
pure,adj.,B2,sof
pursue,v.,B2,quvmoq
range,v.,B2,o'zgarmoq
rank,"n., v.",B2,daraja; baho bermoq
rapid,adj.,B2,jadal
rapidly,adv.,B2,jadal
rate,v.,B2,baho bermoq
raw,adj.,B2,xom
reach,n.,B2,yetishish
realistic,adj.,B2,realistik
reasonable,adj.,B2,oqilona
recall,v.,B2,eslamoq
recover,v.,B2,tuzalmoq
reduction,n.,B2,kamayish
regard,"v., n.",B2,hisoblamoq; hisobga olish
regional,adj.,B2,hududiy
register,"v., n.",B2,ro'yxatga olmoq; ro'yxat
regret,"v., n.",B2,afsuslanmoq; armon
regulation,n.,B2,tartib-qoida
relatively,adv.,B2,nisbatan
relevant,adj.,B2,mos
relief,n.,B2,yengillik
rely,v.,B2,ishonmoq
remark,"n., v.",B2,fikr; fikr bildirmoq
representative,"n., adj.",B2,vakil
reputation,n.,B2,obro'
requirement,n.,B2,shart
rescue,"v., n.",B2,qutqarmoq; qutqarish
reserve,"n., v.",B2,zaxira; g'amlamoq
resident,"n., adj.",B2,yashovchi
resist,v.,B2,qarshilik qilmoq
resolve,v.,B2,hal etmoq
resort,n.,B2,kurort
retain,v.,B2,saqlab qolmoq
reveal,v.,B2,oshkor etmoq
revolution,n.,B2,inqilob
reward,"n., v.",B2,mukofot; mukofotlamoq
rhythm,n.,B2,ritm
rid,v.,B2,qutulmoq
rise,n.,B2,ko'tarilish
root,n.,B2,ildiz
round,n.,B2,doira
routine,adj.,B2,bir tartibli
rub,v.,B2,ishqalamoq
rubber,"n., adj.",B2,rezina
rural,adj.,B2,qishloq
rush,"v., n.",B2,shoshilmoq; shoshilish
sample,v.,B2,namuna olmoq
satellite,n.,B2,sun'iy yo'ldosh
satisfied,adj.,B2,qoniqqan
satisfy,v.,B2,qoniqtirmoq
saving,n.,B2,jamg'arma
scale,n.,B2,masshtab
schedule,v.,B2,rejalashtirmoq
scream,"v., n.",B2,baqirmoq; qichqiriq
screen,v.,B2,tekshiruvdan o'tkazmoq
seat,v.,B2,o'rnashmoq
sector,n.,B2,sektor
secure,"v., adj.",B2,xavfsizlikni ta'minlamoq; xavfsiz
seek,v.,B2,izlamoq
select,v.,B2,tanlamoq
selection,n.,B2,tanlash
self,n.,B2,o'zlik
senate,n.,B2,senat
senator,n.,B2,senator
senior,adj.,B2,katta
sense,v.,B2,sezmoq
sensitive,adj.,B2,sezgir
sentence,v.,B2,jazo bermoq
sequence,n.,B2,ketma-ketlik
session,n.,B2,sessiya
settle,v.,B2,o'rnashmoq
severe,adj.,B2,og'ir
shade,n.,B2,soya
shadow,n.,B2,sharpa
shall,modal v.,B2,qiladi
shallow,adj.,B2,sayoz
shame,n.,B2,uyat
shape,v.,B2,shakllanmoq
shelter,"n., v.",B2,boshpana; boshpana bermoq
shift,v.,B2,o'zgarmoq
ship,v.,B2,yuklamoq
shock,"n., v.",B2,shok; shokka solmoq
shocked,adj.,B2,hayratlangan
shooting,n.,B2,o'q uzish
shot,n.,B2,otish
significant,adj.,B2,ahamiyatli
significantly,adv.,B2,ahamiyatli tarzda
silence,n.,B2,sokinlik
silk,n.,B2,ipak
sincere,adj.,B2,samimiy
slide,"v., n.",B2,sirg'anmoq
slight,adj.,B2,ozgina
slip,v.,B2,toymoq
slope,"n., v.",B2,qiyalik; qiya bo'lmoq
solar,adj.,B2,quyoshga oid
somewhat,adv.,B2,biroz
soul,n.,B2,qalb
specialist,"n., adj.",B2,mutaxassis
species,n.,B2,tur
speed,v.,B2,tezlatmoq
spiritual,adj.,B2,ruhiy
split,"v., n.",B2,bo'lmoq; yorilish
sponsor,"v., n.",B2,homiylik qilmoq; homiy
spot,v.,B2,tanimoq
spread,n.,B2,tarqalish
stable,adj.,B2,barqaror
stage,v.,B2,sahnalashtirmoq
stand,n.,B2,nuqtai nazar
stare,v.,B2,tikilib qaramoq
status,n.,B2,nufuz
steady,adj.,B2,mustahkam
steel,n.,B2,po'lat
steep,adj.,B2,tik
step,v.,B2,qadam tashlamoq
sticky,adj.,B2,yopishqoq
stiff,adj.,B2,qattiq
stock,n.,B2,aksiya
stream,n.,B2,ariq
stretch,"v., n.",B2,cho'zilmoq; cho'zilish
strict,adj.,B2,qattiqqo'l
strike,"v., n.",B2,zarba bermoq; ish tashlash
structure,v.,B2,tashkillashtirmoq
struggle,"v., n.",B2,kurashmoq; kurash
stuff,v.,B2,to'ldirmoq
subject,adj.,B2,moyil
submit,v.,B2,taqdim qilmoq
sum,"n., v.",B2,yig'indi; hisoblamoq
surgery,n.,B2,jarrohlik
surround,v.,B2,atrofini o'ramoq
surrounding,adj.,B2,atrofdagi
survey,v.,B2,so'rovnoma qilmoq
suspect,"v., n.",B2,shubhalanmoq; shubhalanuvchi
swear,v.,B2,qasam ichmoq
sweep,v.,B2,supurmoq
switch,n.,B2,o'chirib yoqadigan uskuna
sympathy,n.,B2,hamdardlik
tale,n.,B2,ertak
